gene_A	gene_B	type_A	type_B
PLAU	PLAU	R	L
LDLR	LDLR	R	L
TGFB1	TGFB1	R	L
RAF1	RAF1	R	L
ADRB2	ADRB2	R	L
ADRB3	ADRB3	R	L
TSHR	TSHR	R	L
MAPK3	MAPK3	R	L
AVPR2	AVPR2	R	L
OXTR	OXTR	R	L
VIPR1	VIPR1	R	L
AVPR1A	AVPR1A	R	L
AQP2	AQP2	R	L
ADCYAP1R1	ADCYAP1R1	R	L
AVPR1B	AVPR1B	R	L
LRP2	LRP2	R	L
PTH1R	PTH1R	R	L
ADCY1	ADCY1	R	L
PLD1	PLD1	R	L
SLC12A1	SLC12A1	R	L
PRKD1	PRKD1	R	L
GPR20	GPR20	R	L
GPR84	GPR84	R	L
TRPC6	TRPC6	R	L
PRKAB1	PRKAB1	R	L
MC2R	MC2R	R	L
MRAP	MRAP	R	L
G3V4F0	G3V4F0	R	L
RAMP2	RAMP2	R	L
RAMP3	RAMP3	R	L
CYP17A1	CYP17A1	R	L
ADRB2	ADRB2	R	L
ADRA2A	ADRA2A	R	L
ADRB3	ADRB3	R	L
TSHR	TSHR	R	L
VIPR1	VIPR1	R	L
MC4R	MC4R	R	L
MC5R	MC5R	R	L
OPRL1	OPRL1	R	L
ADCYAP1R1	ADCYAP1R1	R	L
MC3R	MC3R	R	L
MTNR1A	MTNR1A	R	L
GSK3B	GSK3B	R	L
MC1R	MC1R	R	L
PTH1R	PTH1R	R	L
GRM7	GRM7	R	L
PRKD1	PRKD1	R	L
GPR20	GPR20	R	L
GPR84	GPR84	R	L
ADRA2A	ADRA2A	R	L
OPRM1	OPRM1	R	L
OPRD1	OPRD1	R	L
OPRK1	OPRK1	R	L
OPRL1	OPRL1	R	L
MTNR1A	MTNR1A	R	L
GRM7	GRM7	R	L
GHSR	GHSR	R	L
MRGPRX4	MRGPRX4	R	L
MRGPRX3	MRGPRX3	R	L
MRGPRX2	MRGPRX2	R	L
MRGPRX1	MRGPRX1	R	L
OGFR	OGFR	R	L
ADRA2A	ADRA2A	R	L
OPRM1	OPRM1	R	L
OPRD1	OPRD1	R	L
OPRK1	OPRK1	R	L
OPRL1	OPRL1	R	L
MTNR1A	MTNR1A	R	L
GRM7	GRM7	R	L
RAMP2	RAMP2	R	L
RAMP3	RAMP3	R	L
ADRB2	ADRB2	R	L
ADRB3	ADRB3	R	L
NOS3	NOS3	R	L
VIPR1	VIPR1	R	L
ADCYAP1R1	ADCYAP1R1	R	L
SIRPA	SIRPA	R	L
PTH1R	PTH1R	R	L
GPR20	GPR20	R	L
GPR84	GPR84	R	L
RAMP2	RAMP2	R	L
RAMP3	RAMP3	R	L
ADRB2	ADRB2	R	L
ADRB3	ADRB3	R	L
VIPR1	VIPR1	R	L
ADCYAP1R1	ADCYAP1R1	R	L
PTH1R	PTH1R	R	L
GPR20	GPR20	R	L
GPR84	GPR84	R	L
RAMP2	RAMP2	R	L
RAMP3	RAMP3	R	L
ADRB2	ADRB2	R	L
ADRB3	ADRB3	R	L
TSHR	TSHR	R	L
VIPR1	VIPR1	R	L
ADCYAP1R1	ADCYAP1R1	R	L
PTH1R	PTH1R	R	L
GPR20	GPR20	R	L
GPR84	GPR84	R	L
RAMP2	RAMP2	R	L
RAMP3	RAMP3	R	L
ADRB2	ADRB2	R	L
ADRB3	ADRB3	R	L
TSHR	TSHR	R	L
VIPR1	VIPR1	R	L
ADCYAP1R1	ADCYAP1R1	R	L
PTH1R	PTH1R	R	L
GPR20	GPR20	R	L
GPR84	GPR84	R	L
EGFR	EGFR	R	L
ESR1	ESR1	R	L
RAF1	RAF1	R	L
ERBB2	ERBB2	R	L
IGF1R	IGF1R	R	L
GHR	GHR	R	L
PC	PC	R	L
ODC1	ODC1	R	L
EEF2	EEF2	R	L
IDO1	IDO1	R	L
PRLR	PRLR	R	L
TPH1	TPH1	R	L
EPOR	EPOR	R	L
RPS6KB1	RPS6KB1	R	L
JAK1	JAK1	R	L
MAPK1	MAPK1	R	L
SSTR5	SSTR5	R	L
MPL	MPL	R	L
MTOR	MTOR	R	L
LEPR	LEPR	R	L
NEK3	NEK3	R	L
LIPE	LIPE	R	L
CSF3R	CSF3R	R	L
JAK2	JAK2	R	L
EGFR	EGFR	R	L
REN	REN	R	L
GHR	GHR	R	L
PRLR	PRLR	R	L
PLCG1	PLCG1	R	L
EPOR	EPOR	R	L
MAPK3	MAPK3	R	L
PIK3R1	PIK3R1	R	L
NOS3	NOS3	R	L
PPARG	PPARG	R	L
MPL	MPL	R	L
STAT3	STAT3	R	L
BCL6	BCL6	R	L
PIK3CA	PIK3CA	R	L
LEPR	LEPR	R	L
GSK3B	GSK3B	R	L
SLC12A1	SLC12A1	R	L
CSF3R	CSF3R	R	L
GZMB	GZMB	R	L
GHR	GHR	R	L
PRLR	PRLR	R	L
EPOR	EPOR	R	L
MPL	MPL	R	L
LEPR	LEPR	R	L
CSF3R	CSF3R	R	L
CALCR	CALCR	R	L
RAMP1	RAMP1	R	L
CALCRL	CALCRL	R	L
RAMP2	RAMP2	R	L
RAMP3	RAMP3	R	L
RAF1	RAF1	R	L
ADRB2	ADRB2	R	L
ADRB3	ADRB3	R	L
TSHR	TSHR	R	L
ACHE	ACHE	R	L
ACKR3	ACKR3	R	L
VIPR1	VIPR1	R	L
ADCYAP1R1	ADCYAP1R1	R	L
CDH11	CDH11	R	L
PTH1R	PTH1R	R	L
PTK2B	PTK2B	R	L
GPR20	GPR20	R	L
DCLK3	DCLK3	R	L
GPR84	GPR84	R	L
TPO	TPO	R	L
ASGR1	ASGR1	R	L
ACHE	ACHE	R	L
LRP2	LRP2	R	L
TNFRSF11B	TNFRSF11B	R	L
PLA2G6	PLA2G6	R	L
RAMP2	RAMP2	R	L
RAMP3	RAMP3	R	L
LRP6	LRP6	R	L
PLA2G1B	PLA2G1B	R	L
ADRB2	ADRB2	R	L
ODC1	ODC1	R	L
ADRB3	ADRB3	R	L
TSHR	TSHR	R	L
MAPK3	MAPK3	R	L
MAPK1	MAPK1	R	L
VIPR1	VIPR1	R	L
ADCYAP1R1	ADCYAP1R1	R	L
PTH2R	PTH2R	R	L
GSK3B	GSK3B	R	L
MMP14	MMP14	R	L
HDAC4	HDAC4	R	L
PTH1R	PTH1R	R	L
LIPE	LIPE	R	L
ADCY1	ADCY1	R	L
PLD1	PLD1	R	L
GPR20	GPR20	R	L
SIK2	SIK2	R	L
GPR84	GPR84	R	L
RAMP2	RAMP2	R	L
RAMP3	RAMP3	R	L
GNAS	GNAS	R	L
GLP2R	GLP2R	R	L
TNF	TNF	R	L
RAF1	RAF1	R	L
ADRB2	ADRB2	R	L
ADRB3	ADRB3	R	L
TSHR	TSHR	R	L
DPP4	DPP4	R	L
NOS3	NOS3	R	L
PKLR	PKLR	R	L
VIPR1	VIPR1	R	L
STAT3	STAT3	R	L
ADCYAP1R1	ADCYAP1R1	R	L
GRIA1	GRIA1	R	L
MTOR	MTOR	R	L
GLP1R	GLP1R	R	L
GCGR	GCGR	R	L
GIPR	GIPR	R	L
PIK3CG	PIK3CG	R	L
SLC9A3	SLC9A3	R	L
GSK3A	GSK3A	R	L
MAP2K1	MAP2K1	R	L
PTH1R	PTH1R	R	L
STK11	STK11	R	L
GPR20	GPR20	R	L
SIK2	SIK2	R	L
GPR84	GPR84	R	L
TLR4	TLR4	R	L
TLR3	TLR3	R	L
TLR2	TLR2	R	L
RAMP1	RAMP1	R	L
RAMP2	RAMP2	R	L
RAMP3	RAMP3	R	L
ADRB2	ADRB2	R	L
ADRB1	ADRB1	R	L
AR	AR	R	L
F3	F3	R	L
ADRB3	ADRB3	R	L
VEGFA	VEGFA	R	L
TSHR	TSHR	R	L
NPR3	NPR3	R	L
JAK1	JAK1	R	L
DPP4	DPP4	R	L
MAPK1	MAPK1	R	L
NOS3	NOS3	R	L
VIPR1	VIPR1	R	L
NOS2	NOS2	R	L
PTGS2	PTGS2	R	L
AVPR1A	AVPR1A	R	L
ADCYAP1R1	ADCYAP1R1	R	L
VIPR2	VIPR2	R	L
SCTR	SCTR	R	L
PTH1R	PTH1R	R	L
ADCY1	ADCY1	R	L
PAK2	PAK2	R	L
GPR20	GPR20	R	L
GPR84	GPR84	R	L
RAMP2	RAMP2	R	L
RAMP3	RAMP3	R	L
KLK3	KLK3	R	L
ADRB2	ADRB2	R	L
ADRB3	ADRB3	R	L
TSHR	TSHR	R	L
MAPK3	MAPK3	R	L
DPP4	DPP4	R	L
VIPR1	VIPR1	R	L
ADCYAP1R1	ADCYAP1R1	R	L
VIPR2	VIPR2	R	L
GHRHR	GHRHR	R	L
PTH1R	PTH1R	R	L
GHSR	GHSR	R	L
GPR20	GPR20	R	L
GPR84	GPR84	R	L
ADRA2A	ADRA2A	R	L
NPY4R2	NPY4R2	R	L
NPY1R	NPY1R	R	L
MTNR1A	MTNR1A	R	L
NPY2R	NPY2R	R	L
NPY4R	NPY4R	R	L
GRM7	GRM7	R	L
NPY5R	NPY5R	R	L
NPY6R	NPY6R	R	L
GPR83	GPR83	R	L
ADRB2	ADRB2	R	L
ADRB1	ADRB1	R	L
ADRA2A	ADRA2A	R	L
NPY4R2	NPY4R2	R	L
ODC1	ODC1	R	L
NPY1R	NPY1R	R	L
MAPK3	MAPK3	R	L
DPP4	DPP4	R	L
MAPK1	MAPK1	R	L
MC4R	MC4R	R	L
STAT3	STAT3	R	L
MTNR1A	MTNR1A	R	L
NPY2R	NPY2R	R	L
PRLHR	PRLHR	R	L
NPY4R	NPY4R	R	L
GRM7	GRM7	R	L
NPY5R	NPY5R	R	L
NPY6R	NPY6R	R	L
GPR83	GPR83	R	L
NPFFR2	NPFFR2	R	L
SGK1	SGK1	R	L
EEF2K	EEF2K	R	L
HDAC3	HDAC3	R	L
ULK1	ULK1	R	L
EGFR	EGFR	R	L
TNF	TNF	R	L
RAF1	RAF1	R	L
ERBB2	ERBB2	R	L
APP	APP	R	L
INSR	INSR	R	L
ANXA2	ANXA2	R	L
IGF1R	IGF1R	R	L
PDGFRB	PDGFRB	R	L
PARP1	PARP1	R	L
FGFR1	FGFR1	R	L
SRC	SRC	R	L
INSRR	INSRR	R	L
PDGFRA	PDGFRA	R	L
CD36	CD36	R	L
PTPN1	PTPN1	R	L
PLCG1	PLCG1	R	L
VCAM1	VCAM1	R	L
SLC9A1	SLC9A1	R	L
RXRA	RXRA	R	L
ATP2B1	ATP2B1	R	L
FGFR2	FGFR2	R	L
ERBB3	ERBB3	R	L
RPS6KB1	RPS6KB1	R	L
MAPK3	MAPK3	R	L
PIK3R1	PIK3R1	R	L
MAPK1	MAPK1	R	L
NOS3	NOS3	R	L
NOS1	NOS1	R	L
SLC5A2	SLC5A2	R	L
AKT2	AKT2	R	L
STAT3	STAT3	R	L
PRKCI	PRKCI	R	L
PIK3CA	PIK3CA	R	L
MTOR	MTOR	R	L
PIK3CG	PIK3CG	R	L
GSK3A	GSK3A	R	L
GSK3B	GSK3B	R	L
SLC12A3	SLC12A3	R	L
LRP2	LRP2	R	L
PRKCE	PRKCE	R	L
PRKCZ	PRKCZ	R	L
SOS1	SOS1	R	L
LRP1	LRP1	R	L
STK4	STK4	R	L
LPIN1	LPIN1	R	L
MYLK	MYLK	R	L
STK11	STK11	R	L
MAP3K11	MAP3K11	R	L
LILRB2	LILRB2	R	L
LILRB1	LILRB1	R	L
TTN	TTN	R	L
CREBBP	CREBBP	R	L
INPP5D	INPP5D	R	L
SIK2	SIK2	R	L
WNK1	WNK1	R	L
ITGAV	ITGAV	R	L
ITGB3	ITGB3	R	L
ITGA6	ITGA6	R	L
ITGB4	ITGB4	R	L
EGFR	EGFR	R	L
ESR1	ESR1	R	L
INSR	INSR	R	L
IGF1R	IGF1R	R	L
IGF2R	IGF2R	R	L
S1PR1	S1PR1	R	L
MAPK3	MAPK3	R	L
PTGS2	PTGS2	R	L
GSK3B	GSK3B	R	L
PTEN	PTEN	R	L
LIPF	LIPF	R	L
CCKAR	CCKAR	R	L
CCKBR	CCKBR	R	L
SLC9A3	SLC9A3	R	L
SIK1	SIK1	R	L
STK11	STK11	R	L
ADGRG1	ADGRG1	R	L
LTB	LTB	R	L
TNFRSF1A	TNFRSF1A	R	L
TNFRSF1B	TNFRSF1B	R	L
EDNRA	EDNRA	R	L
MAP3K1	MAP3K1	R	L
RIPK1	RIPK1	R	L
TNFRSF14	TNFRSF14	R	L
MAP3K14	MAP3K14	R	L
TNFRSF19	TNFRSF19	R	L
TNFRSF11B	TNFRSF11B	R	L
PTGES	PTGES	R	L
MAP2K7	MAP2K7	R	L
IKBKB	IKBKB	R	L
CHUK	CHUK	R	L
HDAC3	HDAC3	R	L
PDPK1	PDPK1	R	L
FFAR2	FFAR2	R	L
MAP3K7	MAP3K7	R	L
PLA2G6	PLA2G6	R	L
SMPD2	SMPD2	R	L
ULK1	ULK1	R	L
TNFRSF21	TNFRSF21	R	L
RPS6KA5	RPS6KA5	R	L
TRPM2	TRPM2	R	L
MAP4K4	MAP4K4	R	L
CLDN1	CLDN1	R	L
EGFR	EGFR	R	L
PLAU	PLAU	R	L
TGFB1	TGFB1	R	L
PIGR	PIGR	R	L
CXCL10	CXCL10	R	L
PLA2G1B	PLA2G1B	R	L
NR3C1	NR3C1	R	L
ERBB2	ERBB2	R	L
INSR	INSR	R	L
CTSB	CTSB	R	L
ABCB1	ABCB1	R	L
IL6R	IL6R	R	L
HMGB1	HMGB1	R	L
HMOX1	HMOX1	R	L
FGR	FGR	R	L
BCL2	BCL2	R	L
PIM1	PIM1	R	L
SRC	SRC	R	L
F3	F3	R	L
CD59	CD59	R	L
MMP9	MMP9	R	L
MUC1	MUC1	R	L
CD44	CD44	R	L
PRKCA	PRKCA	R	L
SMPD1	SMPD1	R	L
VCAM1	VCAM1	R	L
TNFRSF1A	TNFRSF1A	R	L
TNFRSF1B	TNFRSF1B	R	L
PTGS1	PTGS1	R	L
RPS6KB1	RPS6KB1	R	L
FAS	FAS	R	L
CTSS	CTSS	R	L
MAPK3	MAPK3	R	L
MAPK1	MAPK1	R	L
HSD11B1	HSD11B1	R	L
CD38	CD38	R	L
EPHA2	EPHA2	R	L
NOS3	NOS3	R	L
CDH5	CDH5	R	L
NOS2	NOS2	R	L
PTGS2	PTGS2	R	L
FLT4	FLT4	R	L
CHI3L1	CHI3L1	R	L
LTBR	LTBR	R	L
PPARG	PPARG	R	L
STAT3	STAT3	R	L
GRIA1	GRIA1	R	L
MTOR	MTOR	R	L
CASP3	CASP3	R	L
MMP13	MMP13	R	L
MAPK8	MAPK8	R	L
MAP2K4	MAP2K4	R	L
NOTCH1	NOTCH1	R	L
MAP2K3	MAP2K3	R	L
PLA2G4A	PLA2G4A	R	L
PIK3CG	PIK3CG	R	L
MAPKAPK2	MAPKAPK2	R	L
PSEN1	PSEN1	R	L
RGS7	RGS7	R	L
GSK3B	GSK3B	R	L
MAP2K6	MAP2K6	R	L
F2RL1	F2RL1	R	L
CDH11	CDH11	R	L
BACE1	BACE1	R	L
CX3CL1	CX3CL1	R	L
MUC5AC	MUC5AC	R	L
CDK6	CDK6	R	L
TAP1	TAP1	R	L
PTK2	PTK2	R	L
ITK	ITK	R	L
MAP4K2	MAP4K2	R	L
PAK1	PAK1	R	L
MAPK7	MAPK7	R	L
MAP3K1	MAP3K1	R	L
ATM	ATM	R	L
PTPRS	PTPRS	R	L
PLD1	PLD1	R	L
MADCAM1	MADCAM1	R	L
RIPK1	RIPK1	R	L
PTK2B	PTK2B	R	L
CASP8	CASP8	R	L
PRKD1	PRKD1	R	L
MYLK	MYLK	R	L
STK11	STK11	R	L
NFE2L2	NFE2L2	R	L
MAPK14	MAPK14	R	L
MAP3K11	MAP3K11	R	L
MAPKAPK3	MAPKAPK3	R	L
NRK	NRK	R	L
MAP4K3	MAP4K3	R	L
MLKL	MLKL	R	L
AQP3	AQP3	R	L
NSMAF	NSMAF	R	L
PTPRU	PTPRU	R	L
CREBBP	CREBBP	R	L
MAP3K14	MAP3K14	R	L
MAP3K5	MAP3K5	R	L
MAP3K3	MAP3K3	R	L
VSIR	VSIR	R	L
CELSR2	CELSR2	R	L
TLR9	TLR9	R	L
SMPD3	SMPD3	R	L
SPHK1	SPHK1	R	L
SENP1	SENP1	R	L
STK39	STK39	R	L
TBK1	TBK1	R	L
GPR160	GPR160	R	L
TNIK	TNIK	R	L
ABCG2	ABCG2	R	L
CDK11A	CDK11A	R	L
SLC9A8	SLC9A8	R	L
MAP4K5	MAP4K5	R	L
NOX1	NOX1	R	L
NCOA3	NCOA3	R	L
ICOS	ICOS	R	L
IFNAR1	IFNAR1	R	L
IFNAR2	IFNAR2	R	L
DDAH2	DDAH2	R	L
ABL1	ABL1	R	L
TNF	TNF	R	L
HLA-E	HLA-E	R	L
IL1R1	IL1R1	R	L
IFNGR1	IFNGR1	R	L
EIF2AK2	EIF2AK2	R	L
CR2	CR2	R	L
PRTN3	PRTN3	R	L
CD38	CD38	R	L
CD40LG	CD40LG	R	L
CIITA	CIITA	R	L
PTGS2	PTGS2	R	L
IFNGR2	IFNGR2	R	L
CXCL12	CXCL12	R	L
CCR5	CCR5	R	L
PLAUR	PLAUR	R	L
PDCD1	PDCD1	R	L
IFNA2	IFNA2	R	L
IFNAR1	IFNAR1	R	L
IFNAR2	IFNAR2	R	L
IFNGR1	IFNGR1	R	L
CR2	CR2	R	L
IFNGR2	IFNGR2	R	L
IFNA2	IFNA2	R	L
IFNAR1	IFNAR1	R	L
IFNAR2	IFNAR2	R	L
IFNGR1	IFNGR1	R	L
IFNGR2	IFNGR2	R	L
IFNA2	IFNA2	R	L
IFNAR1	IFNAR1	R	L
IFNAR2	IFNAR2	R	L
IFNGR1	IFNGR1	R	L
IFNGR2	IFNGR2	R	L
IFNA2	IFNA2	R	L
IFNAR1	IFNAR1	R	L
IFNAR2	IFNAR2	R	L
IFNGR1	IFNGR1	R	L
IFNGR2	IFNGR2	R	L
IFNA2	IFNA2	R	L
IFNAR1	IFNAR1	R	L
IFNAR2	IFNAR2	R	L
IFNGR1	IFNGR1	R	L
IFNGR2	IFNGR2	R	L
IFNA2	IFNA2	R	L
IFNAR1	IFNAR1	R	L
IFNAR2	IFNAR2	R	L
IFNGR1	IFNGR1	R	L
IFNGR2	IFNGR2	R	L
IFNA2	IFNA2	R	L
IFNAR1	IFNAR1	R	L
IFNAR2	IFNAR2	R	L
IFNGR1	IFNGR1	R	L
IFNGR2	IFNGR2	R	L
IFNA2	IFNA2	R	L
IFNAR1	IFNAR1	R	L
IFNAR2	IFNAR2	R	L
ULK1	ULK1	R	L
IFNGR1	IFNGR1	R	L
EIF2AK2	EIF2AK2	R	L
JAK1	JAK1	R	L
FAS	FAS	R	L
MAPK3	MAPK3	R	L
TYK2	TYK2	R	L
IFNGR2	IFNGR2	R	L
STAT3	STAT3	R	L
IFNG	IFNG	R	L
IFNGR1	IFNGR1	R	L
IFNGR2	IFNGR2	R	L
TLR4	TLR4	R	L
CHEK1	CHEK1	R	L
JAK2	JAK2	R	L
PLA2G6	PLA2G6	R	L
RIGI	RIGI	R	L
TGFA	TGFA	R	L
TGFB1	TGFB1	R	L
TNF	TNF	R	L
EPO	EPO	R	L
PIGR	PIGR	R	L
CXCL10	CXCL10	R	L
TFRC	TFRC	R	L
RAF1	RAF1	R	L
CD74	CD74	R	L
ERBB2	ERBB2	R	L
TYMS	TYMS	R	L
CYP2E1	CYP2E1	R	L
TPO	TPO	R	L
ANXA2	ANXA2	R	L
CTSL	CTSL	R	L
CTSB	CTSB	R	L
HSP90AA1	HSP90AA1	R	L
CSF1	CSF1	R	L
FCGR1A	FCGR1A	R	L
CEACAM1	CEACAM1	R	L
HLA-E	HLA-E	R	L
IDO1	IDO1	R	L
ANPEP	ANPEP	R	L
MUC1	MUC1	R	L
IFNAR1	IFNAR1	R	L
VCAM1	VCAM1	R	L
PTGS1	PTGS1	R	L
FAS	FAS	R	L
CTSS	CTSS	R	L
CD40	CD40	R	L
PIK3R1	PIK3R1	R	L
PSMB8	PSMB8	R	L
PSMB9	PSMB9	R	L
LOX	LOX	R	L
CD40LG	CD40LG	R	L
FGF9	FGF9	R	L
CIITA	CIITA	R	L
NOS2	NOS2	R	L
PTGS2	PTGS2	R	L
PPARG	PPARG	R	L
MPL	MPL	R	L
STAT3	STAT3	R	L
SLC26A3	SLC26A3	R	L
STAT6	STAT6	R	L
GRIA1	GRIA1	R	L
PIK3CA	PIK3CA	R	L
CASP3	CASP3	R	L
CTSK	CTSK	R	L
MMP13	MMP13	R	L
XDH	XDH	R	L
FASLG	FASLG	R	L
CXCL12	CXCL12	R	L
IFNAR2	IFNAR2	R	L
PIK3CG	PIK3CG	R	L
CCR6	CCR6	R	L
BACE1	BACE1	R	L
CX3CL1	CX3CL1	R	L
VLDLR	VLDLR	R	L
TAP1	TAP1	R	L
CXCL9	CXCL9	R	L
EP300	EP300	R	L
PAK1	PAK1	R	L
MAP3K1	MAP3K1	R	L
KLRD1	KLRD1	R	L
ATM	ATM	R	L
PLD1	PLD1	R	L
CAMK2B	CAMK2B	R	L
CAMK2G	CAMK2G	R	L
CAMK2D	CAMK2D	R	L
CASP8	CASP8	R	L
PTGES3	PTGES3	R	L
IL17A	IL17A	R	L
MAP3K11	MAP3K11	R	L
IL23R	IL23R	R	L
TNFRSF14	TNFRSF14	R	L
MAP3K5	MAP3K5	R	L
CXCL16	CXCL16	R	L
GABRQ	GABRQ	R	L
CAMK2A	CAMK2A	R	L
PRKAB1	PRKAB1	R	L
IL1B	IL1B	R	L
IL1R1	IL1R1	R	L
IL1RAP	IL1RAP	R	L
IL1R2	IL1R2	R	L
PIK3CD	PIK3CD	R	L
CHUK	CHUK	R	L
MAP3K7	MAP3K7	R	L
GNAS	GNAS	R	L
MAP4K4	MAP4K4	R	L
PLAU	PLAU	R	L
C3	C3	R	L
APP	APP	R	L
CSF1	CSF1	R	L
MMP9	MMP9	R	L
ITGA6	ITGA6	R	L
DPP4	DPP4	R	L
MAPK1	MAPK1	R	L
STAT3	STAT3	R	L
CXCL12	CXCL12	R	L
MAPKAPK2	MAPKAPK2	R	L
ADCY1	ADCY1	R	L
MAP3K1	MAP3K1	R	L
IKBKE	IKBKE	R	L
MAPKAPK3	MAPKAPK3	R	L
TBK1	TBK1	R	L
IL1B	IL1B	R	L
IL1R1	IL1R1	R	L
IL1RAP	IL1RAP	R	L
IL1R2	IL1R2	R	L
MAP3K7	MAP3K7	R	L
JAK2	JAK2	R	L
PLA2G6	PLA2G6	R	L
LDLR	LDLR	R	L
EPO	EPO	R	L
CXCL10	CXCL10	R	L
ESR1	ESR1	R	L
MMP1	MMP1	R	L
RAF1	RAF1	R	L
PLA2G1B	PLA2G1B	R	L
NR3C1	NR3C1	R	L
TH	TH	R	L
ADRB2	ADRB2	R	L
MMP3	MMP3	R	L
CSF1	CSF1	R	L
SRC	SRC	R	L
MMP9	MMP9	R	L
ANPEP	ANPEP	R	L
VEGFA	VEGFA	R	L
IFNAR1	IFNAR1	R	L
PRKCA	PRKCA	R	L
CR1	CR1	R	L
PTGS1	PTGS1	R	L
MAPK3	MAPK3	R	L
MAPK1	MAPK1	R	L
TYK2	TYK2	R	L
CDH5	CDH5	R	L
NOS2	NOS2	R	L
PTGS2	PTGS2	R	L
CHRNA7	CHRNA7	R	L
STAT3	STAT3	R	L
PTGDS	PTGDS	R	L
PIK3CB	PIK3CB	R	L
IL12RB1	IL12RB1	R	L
MAPK8	MAPK8	R	L
MAP2K3	MAP2K3	R	L
PLA2G4A	PLA2G4A	R	L
GSK3B	GSK3B	R	L
TNFRSF17	TNFRSF17	R	L
PLAUR	PLAUR	R	L
PAK1	PAK1	R	L
GRIN2B	GRIN2B	R	L
SIGIRR	SIGIRR	R	L
CREBBP	CREBBP	R	L
IL12RB2	IL12RB2	R	L
MYD88	MYD88	R	L
CSF2RB	CSF2RB	R	L
EPOR	EPOR	R	L
JAK2	JAK2	R	L
CA1	CA1	R	L
RAF1	RAF1	R	L
ERBB2	ERBB2	R	L
GHR	GHR	R	L
EZR	EZR	R	L
VEGFA	VEGFA	R	L
PRLR	PRLR	R	L
PLCG2	PLCG2	R	L
PLCG1	PLCG1	R	L
MAPK3	MAPK3	R	L
NOS3	NOS3	R	L
MPL	MPL	R	L
STAT3	STAT3	R	L
LEPR	LEPR	R	L
PIK3CG	PIK3CG	R	L
GSK3B	GSK3B	R	L
EPHB4	EPHB4	R	L
BTK	BTK	R	L
SOS1	SOS1	R	L
CRLF3	CRLF3	R	L
MINK1	MINK1	R	L
MAP4K1	MAP4K1	R	L
CSF3R	CSF3R	R	L
SLC52A2	SLC52A2	R	L
DAPK2	DAPK2	R	L
LAT	LAT	R	L
TGFB1	TGFB1	R	L
IL2RA	IL2RA	R	L
CD4	CD4	R	L
CEACAM5	CEACAM5	R	L
CD28	CD28	R	L
PRF1	PRF1	R	L
IL2RB	IL2RB	R	L
PIK3R1	PIK3R1	R	L
IL2RG	IL2RG	R	L
CD80	CD80	R	L
AQP2	AQP2	R	L
CSK	CSK	R	L
CD86	CD86	R	L
PRKCQ	PRKCQ	R	L
TNFRSF10B	TNFRSF10B	R	L
FCAR	FCAR	R	L
ISLR2	ISLR2	R	L
SIGLEC10	SIGLEC10	R	L
CD8B2	CD8B2	R	L
KLRC4	KLRC4	R	L
LILRA1	LILRA1	R	L
CD8A	CD8A	R	L
CD3D	CD3D	R	L
ERBB2	ERBB2	R	L
CD3G	CD3G	R	L
CD8B	CD8B	R	L
KLRC1	KLRC1	R	L
KLRC2	KLRC2	R	L
KIR2DL1	KIR2DL1	R	L
KIR2DL2	KIR2DL2	R	L
KIR2DL3	KIR2DL3	R	L
KIR3DL1	KIR3DL1	R	L
KIR3DL2	KIR3DL2	R	L
KIR2DS4	KIR2DS4	R	L
KLRC3	KLRC3	R	L
KLRD1	KLRD1	R	L
KIR3DS1	KIR3DS1	R	L
KIR2DS3	KIR2DS3	R	L
KIR2DS5	KIR2DS5	R	L
KIR2DS1	KIR2DS1	R	L
KIR2DL5A	KIR2DL5A	R	L
LILRB2	LILRB2	R	L
LILRB1	LILRB1	R	L
SIGLEC10	SIGLEC10	R	L
KIR2DL4	KIR2DL4	R	L
CTSV	CTSV	R	L
CD4	CD4	R	L
CTSL	CTSL	R	L
CD63	CD63	R	L
CD28	CD28	R	L
CD37	CD37	R	L
CD19	CD19	R	L
LAG3	LAG3	R	L
CD53	CD53	R	L
CR2	CR2	R	L
CTSS	CTSS	R	L
PIK3R1	PIK3R1	R	L
CD80	CD80	R	L
CSK	CSK	R	L
CD86	CD86	R	L
CD81	CD81	R	L
PRKCQ	PRKCQ	R	L
ITK	ITK	R	L
MAP4K1	MAP4K1	R	L
LGMN	LGMN	R	L
CTSF	CTSF	R	L
CTSV	CTSV	R	L
CD4	CD4	R	L
CTSL	CTSL	R	L
LAG3	LAG3	R	L
CTSS	CTSS	R	L
LGMN	LGMN	R	L
CTSF	CTSF	R	L
CTSV	CTSV	R	L
CD4	CD4	R	L
ITGB3	ITGB3	R	L
CTSL	CTSL	R	L
LAG3	LAG3	R	L
CTSS	CTSS	R	L
LGMN	LGMN	R	L
CTSF	CTSF	R	L
CTSV	CTSV	R	L
CD4	CD4	R	L
CTSL	CTSL	R	L
CD28	CD28	R	L
CD37	CD37	R	L
CD19	CD19	R	L
LAG3	LAG3	R	L
CD53	CD53	R	L
CR2	CR2	R	L
CTSS	CTSS	R	L
PIK3R1	PIK3R1	R	L
CD80	CD80	R	L
CSK	CSK	R	L
CD86	CD86	R	L
CD81	CD81	R	L
PRKCQ	PRKCQ	R	L
ITK	ITK	R	L
MAP4K1	MAP4K1	R	L
LGMN	LGMN	R	L
CTSF	CTSF	R	L
CTSV	CTSV	R	L
CD4	CD4	R	L
CTSL	CTSL	R	L
LAG3	LAG3	R	L
